用户码,日期,客户端,性别
290086,1/23/2021,手机,女
367635,1/1/2021,电脑,女
202299,10/29/2020,电脑,男
258811,11/12/2020,手机,男
318563,11/15/2020,电脑,男
426721,1/19/2021,电脑,女
218635,12/11/2020,手机,女
232613,10/25/2020,电脑,女
274933,1/10/2021,电脑,男
486590,10/13/2020,手机,男
470934,10/8/2020,电脑,女
249047,10/7/2020,电脑,男
263536,11/29/2020,电脑,男
277223,11/25/2020,手机,女
394064,11/19/2020,电脑,男
403286,1/3/2021,电脑,男
480868,11/15/2020,电脑,男
208168,11/12/2020,电脑,女
329452,1/16/2021,手机,女
439691,12/5/2020,电脑,女
331573,1/11/2021,电脑,女
364657,11/16/2020,电脑,女
474642,11/27/2020,电脑,男
420941,10/16/2020,电脑,男
397896,10/19/2020,电脑,女
473234,10/25/2020,手机,男
232257,11/22/2020,手机,女
478536,10/25/2020,手机,男
372890,11/18/2020,电脑,女
337355,11/16/2020,手机,女
457266,10/8/2020,电脑,男
272082,12/31/2020,手机,女
311943,12/30/2020,电脑,女
247797,1/8/2021,电脑,女
442355,10/2/2020,电脑,女
246144,12/11/2020,电脑,男
348295,11/16/2020,手机,男
435042,12/1/2020,手机,男
295255,11/22/2020,电脑,男
430123,1/9/2021,手机,男
324766,11/3/2020,手机,男
324463,10/7/2020,电脑,女
226866,11/7/2020,电脑,女
489064,1/13/2021,电脑,女
441389,12/4/2020,手机,女
301323,11/2/2020,电脑,男
269818,12/22/2020,电脑,女
490631,1/10/2021,手机,男
304127,12/13/2020,电脑,女
432963,12/21/2020,手机,女
462714,10/10/2020,电脑,女
268283,11/8/2020,电脑,女
220785,10/8/2020,手机,男
331666,12/9/2020,电脑,女
489516,11/20/2020,电脑,女
373391,1/25/2021,电脑,男
488686,11/18/2020,手机,女
399438,12/26/2020,电脑,女
261511,11/10/2020,电脑,女
363405,10/11/2020,手机,男
208616,1/18/2021,电脑,男
298198,11/1/2020,电脑,女
309201,10/6/2020,电脑,男
256781,1/12/2021,电脑,女
210257,1/15/2021,电脑,女
473185,12/6/2020,手机,男
324578,11/7/2020,电脑,女
277091,12/22/2020,电脑,男
278810,11/8/2020,手机,男
292404,11/14/2020,电脑,女
313437,1/10/2021,电脑,男
380020,10/25/2020,电脑,男
202362,12/6/2020,电脑,男
300558,11/6/2020,电脑,女
339434,10/14/2020,电脑,女
264317,11/30/2020,电脑,男
317328,1/5/2021,电脑,女
386139,1/11/2021,手机,男
473209,12/1/2020,手机,男
493601,10/16/2020,电脑,男
334978,11/3/2020,电脑,女
487716,12/24/2020,电脑,男
425204,11/14/2020,电脑,女
403939,11/2/2020,电脑,女
293480,11/27/2020,手机,女
253121,10/3/2020,电脑,男
270825,12/16/2020,电脑,男
448853,12/6/2020,电脑,男
235094,10/6/2020,电脑,男
275624,12/4/2020,电脑,男
391011,11/17/2020,手机,男
445760,11/10/2020,手机,女
341527,1/9/2021,手机,男
333800,12/16/2020,电脑,女
320199,12/21/2020,电脑,男
408424,11/2/2020,手机,男
369382,10/9/2020,手机,女
314540,11/19/2020,电脑,男
225598,10/17/2020,电脑,女
408940,11/10/2020,电脑,男
424953,11/11/2020,电脑,女
439117,10/23/2020,手机,男
431110,12/6/2020,电脑,男
477814,10/1/2020,电脑,女
268582,1/2/2021,手机,女
276463,1/16/2021,手机,女
470583,11/8/2020,手机,女
382269,1/8/2021,手机,女
243403,10/1/2020,电脑,女
315573,11/10/2020,电脑,女
264307,11/9/2020,电脑,男
322440,12/27/2020,电脑,女
449193,11/23/2020,电脑,女
371092,11/20/2020,手机,女
353916,11/12/2020,电脑,男
334507,10/25/2020,手机,女
241925,11/30/2020,电脑,女
327097,10/10/2020,电脑,男
417108,1/16/2021,电脑,女
439996,10/29/2020,手机,女
218819,12/11/2020,电脑,女
291122,12/4/2020,手机,男
449966,12/1/2020,手机,女
465871,1/28/2021,电脑,男
255842,12/26/2020,手机,男
342517,10/22/2020,电脑,女
202674,11/4/2020,手机,女
300425,1/15/2021,手机,女
454117,1/1/2021,电脑,女
296940,12/5/2020,手机,女
432184,1/6/2021,手机,女
301366,1/28/2021,手机,女
394691,12/20/2020,电脑,男
292889,10/30/2020,手机,男
465756,12/24/2020,手机,男
336132,11/8/2020,手机,女
255590,10/17/2020,电脑,女
283941,12/17/2020,电脑,男
317572,1/1/2021,手机,男
248954,12/28/2020,手机,女
494429,10/4/2020,手机,男
213700,12/28/2020,手机,男
374509,11/13/2020,手机,女
282228,11/17/2020,电脑,男
267872,12/23/2020,手机,女
299255,1/18/2021,电脑,男
390666,11/23/2020,电脑,男
293036,10/24/2020,电脑,男
318257,10/30/2020,电脑,女
456572,1/20/2021,手机,女
331208,10/19/2020,电脑,女
240044,11/11/2020,手机,男
228250,12/24/2020,电脑,男
450362,10/6/2020,电脑,女
348756,1/13/2021,电脑,男
316378,12/11/2020,电脑,女
205147,10/23/2020,电脑,女
327472,10/18/2020,手机,男
411539,10/9/2020,手机,男
274464,11/6/2020,电脑,女
391785,12/2/2020,电脑,女
315503,12/28/2020,电脑,女
273555,12/17/2020,手机,男
278677,12/3/2020,电脑,男
492540,12/5/2020,手机,女
317015,12/23/2020,电脑,女
459124,11/22/2020,电脑,男
276277,11/14/2020,电脑,女
478824,11/8/2020,手机,女
324117,10/13/2020,电脑,女
308820,10/4/2020,手机,男
388202,12/24/2020,手机,女
203192,10/22/2020,电脑,女
411952,1/4/2021,电脑,女
387436,12/15/2020,电脑,男
302515,12/22/2020,电脑,女
355555,11/30/2020,电脑,男
285358,1/14/2021,手机,男
374073,11/11/2020,电脑,男
335015,12/25/2020,电脑,女
274584,1/23/2021,电脑,男
375502,10/13/2020,电脑,女
331682,12/15/2020,手机,男
307524,11/29/2020,手机,女
347799,10/30/2020,电脑,女
276441,12/31/2020,电脑,女
423355,10/29/2020,电脑,女
291426,12/22/2020,手机,女
424681,10/14/2020,手机,男
488518,1/5/2021,电脑,男
438921,10/16/2020,手机,女
281122,12/22/2020,电脑,男
323314,10/6/2020,电脑,男
264810,11/11/2020,手机,女
247561,12/25/2020,电脑,男
315712,10/14/2020,手机,女
499598,11/27/2020,电脑,女
231368,1/12/2021,电脑,男
300461,11/6/2020,电脑,男
394792,1/25/2021,电脑,女
273495,10/12/2020,电脑,女
248667,10/18/2020,手机,男
282973,11/25/2020,电脑,男
344359,1/23/2021,手机,男
314020,12/16/2020,电脑,女
331073,1/18/2021,电脑,男
491661,11/19/2020,电脑,女
493912,10/8/2020,电脑,女
213039,1/3/2021,手机,女
457865,11/7/2020,电脑,女
423710,10/31/2020,手机,女
314084,1/3/2021,电脑,女
228170,1/7/2021,电脑,男
389521,11/7/2020,手机,男
427479,11/9/2020,手机,女
475169,1/22/2021,电脑,男
381549,11/9/2020,电脑,女
451222,12/11/2020,手机,男
269207,12/16/2020,手机,女
258212,12/6/2020,手机,男
229451,1/6/2021,电脑,男
207009,11/29/2020,电脑,女
345435,11/28/2020,手机,男
388472,10/20/2020,电脑,男
306914,1/7/2021,电脑,男
257444,11/17/2020,电脑,男
421484,11/11/2020,电脑,女
479888,1/10/2021,电脑,男
212763,1/7/2021,手机,男
200682,11/9/2020,手机,男
499097,12/5/2020,手机,男
377816,11/1/2020,电脑,男
426433,12/8/2020,电脑,女
278685,11/30/2020,电脑,男
408874,11/23/2020,电脑,男
442517,11/4/2020,电脑,女
302393,11/4/2020,手机,男
409852,10/19/2020,电脑,女
390934,1/1/2021,电脑,男
325049,11/12/2020,电脑,女
292490,11/16/2020,手机,男
227145,1/21/2021,电脑,男
278715,1/1/2021,手机,女
258370,12/13/2020,手机,女
274924,10/15/2020,电脑,男
201083,10/9/2020,电脑,女
215060,10/16/2020,电脑,女
304510,1/22/2021,电脑,女
208239,10/18/2020,电脑,男
433127,12/13/2020,手机,男
448311,10/13/2020,电脑,男
223718,11/22/2020,手机,男
274241,11/21/2020,电脑,女
291252,11/12/2020,电脑,男
452818,11/16/2020,电脑,男
348820,10/12/2020,手机,女
242635,11/25/2020,电脑,男
368446,10/11/2020,电脑,男
406495,10/10/2020,电脑,女
432551,11/2/2020,手机,女
351112,11/22/2020,电脑,男
463569,1/23/2021,手机,男
303917,11/2/2020,电脑,女
293070,1/19/2021,电脑,男
272206,1/4/2021,电脑,男
206001,10/21/2020,电脑,男
412432,1/21/2021,手机,女
204869,1/1/2021,电脑,男
276838,1/14/2021,手机,男
468940,1/20/2021,电脑,男
391110,12/30/2020,电脑,女
398459,11/20/2020,手机,男
425067,10/29/2020,电脑,女
390522,10/31/2020,电脑,女
375506,10/2/2020,电脑,女
264657,10/14/2020,电脑,男
331110,10/11/2020,电脑,女
432827,10/10/2020,电脑,女
400282,11/11/2020,电脑,男
355564,1/2/2021,手机,男
335307,10/30/2020,手机,男
493266,10/26/2020,电脑,女
303564,1/4/2021,电脑,女
264114,12/27/2020,电脑,女
379724,12/13/2020,电脑,女
457777,12/3/2020,手机,女
395986,11/3/2020,电脑,男
284311,11/19/2020,电脑,男
231048,10/2/2020,电脑,女
450437,1/24/2021,电脑,女
457311,1/9/2021,电脑,男
435879,11/14/2020,电脑,男
451529,10/2/2020,电脑,男
446060,11/29/2020,电脑,男
352617,10/15/2020,手机,女
377481,10/23/2020,手机,男
299591,11/26/2020,电脑,男
224638,12/5/2020,手机,女
307695,10/28/2020,电脑,女
359834,11/7/2020,手机,男
434942,1/27/2021,手机,女
287960,12/18/2020,电脑,男
398683,12/27/2020,手机,男
398180,1/12/2021,电脑,女
236505,1/9/2021,电脑,男
320262,11/17/2020,电脑,男
364643,1/20/2021,电脑,男
216895,12/12/2020,电脑,男
398966,11/20/2020,电脑,男
287956,12/27/2020,电脑,男
288724,11/18/2020,电脑,男
469534,11/3/2020,电脑,男
321833,11/19/2020,手机,女
406773,1/6/2021,电脑,女
437056,12/7/2020,电脑,男
368997,1/6/2021,电脑,女
493369,10/13/2020,手机,男
417599,10/24/2020,电脑,男
407188,10/17/2020,手机,女
317330,12/18/2020,手机,男
466145,12/10/2020,电脑,男
381032,1/26/2021,手机,女
283774,10/30/2020,电脑,女
392679,10/21/2020,电脑,男
331492,11/15/2020,电脑,男
287312,12/27/2020,电脑,男
234145,12/9/2020,手机,女
440933,1/18/2021,手机,女
328995,10/26/2020,电脑,男
440592,10/13/2020,电脑,男
246489,11/28/2020,电脑,男
253967,11/19/2020,电脑,女
421137,12/9/2020,电脑,男
315370,1/13/2021,手机,女
418307,10/12/2020,电脑,男
369276,11/7/2020,电脑,女
262531,11/23/2020,电脑,女
292621,11/17/2020,电脑,男
380988,11/22/2020,电脑,男
244641,1/4/2021,手机,男
433292,11/24/2020,电脑,女
402191,11/13/2020,电脑,女
273271,1/6/2021,电脑,男
282359,12/8/2020,电脑,男
203364,11/27/2020,手机,女
497492,10/27/2020,电脑,女
413685,10/18/2020,手机,男
306094,1/21/2021,电脑,男
499566,12/4/2020,手机,男
434953,1/21/2021,电脑,男
262022,12/26/2020,电脑,男
207901,10/11/2020,电脑,女
364673,10/1/2020,电脑,男
492716,1/17/2021,电脑,女
490819,12/15/2020,手机,男
235744,10/26/2020,电脑,男
232753,11/11/2020,电脑,男
272050,10/16/2020,电脑,男
302805,1/15/2021,手机,女
216730,11/3/2020,电脑,男
203667,11/23/2020,电脑,女
209994,1/14/2021,电脑,男
325960,12/24/2020,手机,男
383371,10/25/2020,手机,女
419640,1/5/2021,手机,男
449563,12/28/2020,电脑,男
437214,12/12/2020,电脑,男
370815,1/9/2021,电脑,女
474000,11/12/2020,电脑,女
206517,11/5/2020,电脑,女
297228,12/29/2020,手机,男
422526,1/5/2021,手机,男
459110,1/18/2021,电脑,女
375194,11/10/2020,电脑,女
316775,1/23/2021,电脑,男
344381,10/23/2020,手机,女
417414,1/13/2021,电脑,男
444567,1/16/2021,电脑,男
308452,1/11/2021,手机,男
317936,11/23/2020,电脑,女
220781,10/12/2020,电脑,男
325050,10/8/2020,手机,女
436649,11/4/2020,手机,男
465687,12/27/2020,手机,女
338537,10/9/2020,电脑,男
243451,10/7/2020,电脑,男
231607,10/27/2020,手机,男
451307,10/2/2020,手机,女
385186,11/12/2020,电脑,女
346306,10/11/2020,电脑,男
355563,12/29/2020,手机,女
459097,11/9/2020,电脑,男
256721,11/20/2020,手机,男
228410,10/7/2020,电脑,女
245136,10/15/2020,手机,男
262177,1/17/2021,手机,男
459536,11/20/2020,电脑,女
454150,1/24/2021,电脑,女
209245,12/20/2020,电脑,女
364256,12/28/2020,电脑,女
352534,12/30/2020,电脑,男
345366,10/24/2020,电脑,女
480410,1/11/2021,电脑,男
465980,11/19/2020,电脑,女
235246,10/21/2020,电脑,女
454373,11/15/2020,手机,男
455582,12/5/2020,电脑,女
235012,12/30/2020,电脑,女
313168,11/13/2020,手机,女
288513,10/31/2020,手机,男
433028,1/3/2021,手机,男
424771,11/27/2020,手机,女
442543,11/14/2020,电脑,女
271645,1/10/2021,电脑,女
327605,1/10/2021,手机,女
312741,11/15/2020,手机,女
211508,11/5/2020,电脑,男
244166,10/23/2020,电脑,女
288256,11/28/2020,电脑,男
209030,11/6/2020,手机,女
358676,11/2/2020,手机,女
454975,11/15/2020,电脑,女
304656,1/23/2021,手机,男
239378,11/24/2020,电脑,女
252236,11/17/2020,电脑,女
357552,10/12/2020,电脑,男
497330,1/5/2021,手机,女
267463,1/2/2021,电脑,男
409541,12/15/2020,电脑,男
465356,11/11/2020,手机,女
485919,10/20/2020,电脑,女
264291,1/14/2021,手机,男
261534,11/1/2020,手机,男
298595,12/4/2020,手机,女
471073,11/10/2020,电脑,男
377933,1/8/2021,电脑,男
265160,10/13/2020,电脑,男
394269,12/20/2020,电脑,男
445668,10/27/2020,电脑,女
340371,10/27/2020,电脑,男
458402,10/17/2020,电脑,女
268584,12/1/2020,电脑,男
216982,12/28/2020,电脑,男
306706,11/9/2020,手机,男
426946,12/21/2020,电脑,女
405555,12/20/2020,电脑,男
461622,10/24/2020,手机,女
324469,10/14/2020,手机,男
212325,1/4/2021,手机,女
461190,11/21/2020,电脑,女
434850,11/15/2020,手机,女
308691,1/26/2021,电脑,女
212168,1/21/2021,电脑,男
268627,11/29/2020,电脑,男
346639,12/1/2020,手机,男
416356,1/15/2021,手机,女
473700,10/29/2020,电脑,男
373612,11/21/2020,手机,男
470216,12/9/2020,电脑,男
293202,1/18/2021,电脑,女
460916,11/5/2020,电脑,男
498642,11/9/2020,电脑,女
444737,10/21/2020,电脑,男
274420,11/4/2020,电脑,女
312892,1/3/2021,电脑,男
347429,11/6/2020,电脑,女
359543,1/18/2021,电脑,男
312715,12/15/2020,电脑,女
233212,11/27/2020,电脑,女
487918,12/23/2020,电脑,男
412363,1/8/2021,电脑,男
410096,12/20/2020,手机,男
305671,11/11/2020,电脑,女
443628,10/6/2020,电脑,女
378478,11/30/2020,电脑,男
345726,11/7/2020,电脑,男
252226,11/19/2020,电脑,男
337986,10/12/2020,手机,女
259641,1/13/2021,电脑,女
329734,10/30/2020,电脑,女
446000,10/14/2020,电脑,女
243819,12/23/2020,手机,女
219081,11/9/2020,手机,男
281405,12/5/2020,电脑,女
262403,12/30/2020,手机,男
422462,12/23/2020,电脑,男
455397,10/23/2020,手机,男
237745,1/17/2021,电脑,女
381773,12/14/2020,手机,男
466335,10/4/2020,手机,男
356789,12/26/2020,电脑,男
213632,10/14/2020,电脑,男
423237,10/8/2020,电脑,男
472928,11/23/2020,电脑,男
265232,10/30/2020,手机,男
381555,1/12/2021,电脑,男
460900,12/10/2020,手机,女
358523,12/19/2020,手机,女
425049,1/26/2021,电脑,女
302191,1/6/2021,电脑,男
220097,11/24/2020,电脑,女
308713,12/24/2020,电脑,女
406276,1/12/2021,电脑,女
277402,11/17/2020,电脑,男
201681,1/16/2021,手机,男
389774,11/1/2020,手机,女
466960,12/14/2020,手机,女
489017,12/29/2020,手机,女
393935,11/8/2020,电脑,男
431305,10/11/2020,电脑,男
303573,11/8/2020,电脑,女
436630,11/5/2020,电脑,女
292267,11/13/2020,手机,男
369680,11/25/2020,手机,女
217411,11/4/2020,手机,男
368774,11/8/2020,电脑,男
297265,11/27/2020,电脑,女
223110,10/20/2020,电脑,女
471759,11/7/2020,电脑,男
265905,11/4/2020,电脑,男
378180,1/5/2021,电脑,女
279121,1/8/2021,电脑,男
372174,10/10/2020,电脑,女
287694,12/31/2020,电脑,女
285941,1/21/2021,电脑,女
423128,10/6/2020,电脑,男
243284,12/22/2020,电脑,男
410372,1/19/2021,电脑,女
352002,11/18/2020,手机,女
496555,10/18/2020,电脑,男
460074,10/31/2020,手机,女
266724,12/12/2020,电脑,女
378669,10/29/2020,电脑,女
477548,1/17/2021,手机,女
268121,11/21/2020,手机,男
336398,1/25/2021,电脑,男
366740,10/16/2020,手机,男
474943,11/24/2020,电脑,男
424845,11/25/2020,手机,男
326564,10/19/2020,电脑,男
254390,11/2/2020,手机,男
434079,12/5/2020,电脑,女
390840,10/6/2020,电脑,男
393237,11/18/2020,电脑,男
493930,10/14/2020,手机,女
424570,12/26/2020,手机,女
276334,10/3/2020,电脑,男
495287,12/28/2020,电脑,男
406961,10/26/2020,手机,男
454729,12/28/2020,电脑,男
222084,1/28/2021,电脑,女
464306,1/11/2021,手机,男
498969,10/2/2020,电脑,男
277320,10/26/2020,电脑,女
374745,1/18/2021,电脑,女
400382,1/10/2021,电脑,女
381821,10/7/2020,电脑,男
465443,11/1/2020,手机,女
253439,10/10/2020,电脑,男
497521,11/27/2020,电脑,女
464374,10/24/2020,电脑,女
425014,11/13/2020,电脑,男
439864,11/29/2020,电脑,女
355138,11/16/2020,电脑,女
236100,11/23/2020,电脑,女
250497,10/24/2020,手机,女
460707,11/17/2020,手机,女
311301,12/20/2020,手机,男
280175,12/25/2020,电脑,女
346922,11/7/2020,电脑,女
443751,1/10/2021,手机,男
430903,11/29/2020,手机,男
382630,11/8/2020,电脑,女
200120,10/2/2020,手机,男
428495,1/1/2021,电脑,男
216296,10/2/2020,电脑,女
403907,12/15/2020,电脑,男
289874,1/13/2021,电脑,女
281354,10/27/2020,电脑,女
313518,1/2/2021,手机,男
452114,11/4/2020,手机,女
447238,11/14/2020,电脑,男
288126,11/1/2020,手机,女
465498,10/13/2020,手机,女
387154,11/12/2020,电脑,男
481853,11/2/2020,电脑,女
288322,1/6/2021,电脑,男
209054,11/16/2020,电脑,女
276553,1/19/2021,手机,男
346378,12/27/2020,电脑,男
459025,12/28/2020,手机,男
211884,12/11/2020,电脑,男
322649,12/26/2020,手机,女
352834,10/14/2020,电脑,女
286369,12/25/2020,电脑,男
239180,12/29/2020,手机,女
338706,1/26/2021,电脑,女
474774,1/7/2021,手机,男
486891,1/16/2021,手机,女
273081,11/28/2020,电脑,女
401992,11/7/2020,电脑,男
398175,12/29/2020,电脑,女
253319,12/7/2020,电脑,男
393347,1/23/2021,电脑,男
362902,12/16/2020,电脑,女
492530,10/15/2020,电脑,女
498803,12/28/2020,电脑,女
447035,11/6/2020,手机,男
239112,11/4/2020,电脑,男
336852,12/11/2020,手机,男
273058,12/12/2020,电脑,男
347627,10/27/2020,电脑,女
381774,10/27/2020,电脑,女
403768,10/16/2020,电脑,女
226775,11/7/2020,手机,女
375409,12/7/2020,电脑,女
486505,10/4/2020,手机,女
248943,10/5/2020,电脑,男
423923,12/5/2020,电脑,男
307089,12/16/2020,电脑,女
213731,11/14/2020,手机,女
245092,11/23/2020,电脑,女
447797,12/25/2020,电脑,女
423241,11/24/2020,手机,男
378743,1/17/2021,电脑,男
493196,12/5/2020,手机,男
440800,10/11/2020,电脑,女
469807,10/2/2020,手机,男
230977,12/1/2020,电脑,男
234696,12/1/2020,手机,女
406343,11/4/2020,电脑,男
227525,11/18/2020,电脑,男
217133,12/21/2020,电脑,男
486023,1/3/2021,手机,女
496582,10/30/2020,电脑,男
417164,10/2/2020,电脑,男
247737,11/21/2020,电脑,女
384548,12/27/2020,手机,女
464007,1/14/2021,电脑,女
327727,10/31/2020,手机,男
467387,10/21/2020,电脑,男
288832,1/17/2021,手机,男
368185,1/20/2021,手机,男
215979,10/28/2020,电脑,男
201228,12/8/2020,电脑,女
418072,11/17/2020,电脑,男
438134,1/23/2021,电脑,女
243117,11/25/2020,电脑,女
245632,12/24/2020,手机,男
352235,12/26/2020,手机,女
469236,10/25/2020,电脑,女
302627,1/28/2021,手机,女
301806,11/22/2020,电脑,女
362179,1/10/2021,手机,女
253190,12/8/2020,电脑,女
224462,1/12/2021,电脑,女
464125,10/26/2020,电脑,男
210468,11/27/2020,手机,男
497210,1/27/2021,手机,男
405147,12/23/2020,手机,男
275808,10/24/2020,手机,女
490557,10/5/2020,电脑,男
200271,10/24/2020,手机,女
314194,1/5/2021,手机,男
341209,12/12/2020,手机,女
340572,12/5/2020,电脑,男
319659,1/10/2021,电脑,女
355604,10/25/2020,电脑,女
301975,12/20/2020,电脑,男
400643,12/25/2020,电脑,女
420522,11/8/2020,电脑,男
283816,11/3/2020,手机,女
245272,11/24/2020,电脑,男
426129,11/25/2020,电脑,女
408214,1/28/2021,电脑,男
485936,11/22/2020,手机,男
453928,10/1/2020,手机,男
470882,12/14/2020,电脑,男
299576,11/29/2020,电脑,女
307198,12/12/2020,电脑,男
419424,12/17/2020,电脑,男
496921,12/28/2020,电脑,女
389542,11/2/2020,手机,男
297066,12/11/2020,手机,女
353396,1/26/2021,手机,男
324359,1/19/2021,电脑,男
306458,10/15/2020,电脑,男
207772,11/8/2020,手机,男
468152,12/3/2020,手机,女
